product_id,site_id,date,engine_hrs,fuel_l,engine_temp_c,_cum_hours
320-U01,S001,2026-08-02,7.2,84.5,90.4,2949.5
320-U01,S001,2026-08-03,6.4,74.9,91.2,2955.9
320-U01,S001,2026-08-04,7.4,87.8,91.2,2963.2
320-U01,S001,2026-08-05,8.5,100.1,91.5,2971.7
320-U01,S001,2026-08-06,6.4,76.8,91.8,2978.1
MD6250-U01,S001,2026-07-08,9.8,138.4,88.4,2346.2
MD6250-U01,S001,2026-07-09,10.0,141.6,88.2,2356.2
MD6250-U01,S001,2026-07-10,9.1,130.9,89.5,2365.4
MD6250-U01,S001,2026-07-11,10.4,149.2,90.2,2375.8
MD6250-U01,S001,2026-07-12,5.5,79.3,90.4,2381.2
MD6250-U01,S001,2026-07-13,8.0,116.5,90.7,2389.2
MD6250-U01,S001,2026-07-14,7.3,106.7,91.0,2396.5
MD6250-U01,S001,2026-07-15,8.8,129.8,90.5,2405.3
MD6250-U01,S001,2026-07-16,6.5,96.2,90.0,2411.8
MD6250-U01,S001,2026-07-17,6.7,101.0,90.8,2418.6
MD6250-U01,S001,2026-07-18,5.4,80.6,90.3,2423.9
MD6250-U01,S001,2026-07-19,6.3,94.8,90.8,2430.2
MD6250-U01,S001,2026-07-20,9.2,139.3,91.8,2439.4
MD6250-U01,S001,2026-07-21,11.6,177.8,91.0,2451.1
MD6250-U01,S001,2026-07-22,5.9,90.3,91.6,2457.0
MD6250-U01,S001,2026-07-23,9.5,145.6,92.4,2466.5
MD6250-U01,S001,2026-07-24,7.5,116.1,92.7,2474.0
MD6250-U01,S001,2026-07-25,8.5,132.4,93.6,2482.4
MD6250-U01,S001,2026-07-26,5.3,83.0,92.4,2487.8
MD6250-U01,S001,2026-07-27,6.7,106.1,93.5,2494.5
MD6250-U01,S001,2026-07-28,9.9,156.7,93.7,2504.3
MD6250-U01,S001,2026-07-29,10.3,165.1,94.4,2514.6
MD6250-U01,S001,2026-07-30,11.2,179.1,93.1,2525.8
MD6250-U01,S001,2026-07-31,7.3,117.2,94.0,2533.1
MD6250-U01,S001,2026-08-01,3.3,53.1,93.7,2536.4
MD6250-U01,S001,2026-08-02,7.9,128.8,95.5,2544.3
MD6250-U01,S001,2026-08-03,7.4,120.2,95.5,2551.7
MD6250-U01,S001,2026-08-04,6.6,108.5,95.4,2558.2
MD6250-U01,S001,2026-08-05,7.6,125.4,95.1,2565.8
MD6250-U01,S001,2026-08-06,4.5,74.6,94.8,2570.3
239D3-U02,S001,2026-07-08,8.7,101.8,83.0,1857.4
239D3-U02,S001,2026-07-09,6.0,70.1,83.0,1863.4
239D3-U02,S001,2026-07-10,6.1,72.1,83.9,1869.5
239D3-U02,S001,2026-07-11,8.5,100.0,83.9,1878.1
239D3-U02,S001,2026-07-12,8.1,94.4,84.3,1886.1
239D3-U02,S001,2026-07-13,4.7,55.8,84.3,1890.9
239D3-U02,S001,2026-07-14,9.2,107.8,83.9,1900.0
239D3-U02,S001,2026-07-15,8.5,99.6,83.4,1908.5
239D3-U02,S001,2026-07-16,8.3,97.9,83.8,1916.8
239D3-U02,S001,2026-07-17,8.6,101.9,83.3,1925.5
239D3-U02,S001,2026-07-18,5.9,69.6,83.9,1931.4
239D3-U02,S001,2026-07-19,9.3,109.5,84.3,1940.7
239D3-U02,S001,2026-07-20,8.3,97.5,83.8,1949.0
239D3-U02,S001,2026-07-21,10.3,121.2,83.8,1959.2
239D3-U02,S001,2026-07-22,5.2,60.8,84.6,1964.4
239D3-U02,S001,2026-07-23,6.8,80.3,84.7,1971.1
239D3-U02,S001,2026-07-24,7.6,90.7,84.3,1978.8
239D3-U02,S001,2026-07-25,5.0,58.9,84.6,1983.7
239D3-U02,S001,2026-07-26,10.8,129.3,84.7,1994.6
239D3-U02,S001,2026-07-27,7.8,93.1,84.0,2002.4
239D3-U02,S001,2026-07-28,6.5,78.2,84.2,2008.9
239D3-U02,S001,2026-07-29,7.9,94.3,83.9,2016.8
239D3-U02,S001,2026-07-30,9.4,112.3,84.5,2026.2
239D3-U02,S001,2026-07-31,5.0,60.6,85.0,2031.2
239D3-U02,S001,2026-08-01,7.2,86.1,84.1,2038.4
239D3-U02,S001,2026-08-02,7.7,91.9,85.0,2046.1
239D3-U02,S001,2026-08-03,8.5,101.4,84.7,2054.6
239D3-U02,S001,2026-08-04,5.0,60.0,84.4,2059.6
239D3-U02,S001,2026-08-05,5.7,69.1,84.7,2065.3
239D3-U02,S001,2026-08-06,8.9,106.8,84.5,2074.2
320-U02,S002,2026-07-08,7.0,97.2,88.0,1652.2
320-U02,S002,2026-07-09,3.6,49.6,87.6,1655.8
320-U02,S002,2026-07-10,8.2,113.7,87.1,1663.9
320-U02,S002,2026-07-11,7.7,107.3,87.1,1671.6
320-U02,S002,2026-07-12,5.6,78.8,87.1,1677.2
320-U02,S002,2026-07-13,9.5,132.9,87.3,1686.7
320-U02,S002,2026-07-14,7.1,100.1,88.0,1693.8
320-U02,S002,2026-07-15,6.5,90.5,88.1,1700.3
320-U02,S002,2026-07-16,7.9,111.1,87.3,1708.2
320-U02,S002,2026-07-17,7.0,97.9,87.8,1715.2
320-U02,S002,2026-07-18,6.8,95.9,88.3,1722.0
320-U02,S002,2026-07-19,7.0,98.5,88.4,1729.0
320-U02,S002,2026-07-20,7.2,102.0,87.7,1736.2
320-U02,S002,2026-07-21,9.3,131.9,87.7,1745.6
320-U02,S002,2026-07-22,6.2,88.2,87.4,1751.8
320-U02,S002,2026-07-23,7.0,98.9,88.2,1758.8
320-U02,S002,2026-07-24,7.0,98.7,87.9,1765.8
320-U02,S002,2026-07-25,8.6,121.4,88.3,1774.4
320-U02,S002,2026-07-26,5.7,81.3,88.3,1780.1
320-U02,S002,2026-07-27,5.8,82.5,87.7,1785.9
320-U02,S002,2026-07-28,7.8,111.2,88.6,1793.7
320-U02,S002,2026-07-29,7.9,111.6,88.0,1801.6
320-U02,S002,2026-07-30,6.8,97.4,88.6,1808.4
320-U02,S002,2026-07-31,8.1,116.6,87.7,1816.6
320-U02,S002,2026-08-01,5.3,75.0,88.3,1821.8
320-U02,S002,2026-08-02,7.2,103.5,88.1,1829.1
320-U02,S002,2026-08-03,8.7,124.2,88.5,1837.8
320-U02,S002,2026-08-04,6.3,90.5,88.4,1844.1
320-U02,S002,2026-08-05,7.5,107.5,89.0,1851.6
320-U02,S002,2026-08-06,8.8,126.2,88.9,1860.4
18-U01,S002,2026-07-08,6.4,84.0,87.7,5305.6
18-U01,S002,2026-07-09,8.0,104.8,87.9,5313.6
18-U01,S002,2026-07-10,6.8,90.1,87.9,5320.4
18-U01,S002,2026-07-11,5.9,78.1,89.2,5326.3
18-U01,S002,2026-07-12,7.9,104.7,88.5,5334.2
18-U01,S002,2026-07-13,7.6,102.3,89.3,5341.8
18-U01,S002,2026-07-14,7.3,98.3,88.2,5349.1
18-U01,S002,2026-07-15,8.5,116.3,90.3,5357.6
18-U01,S002,2026-07-16,7.4,102.1,89.3,5365.0
18-U01,S002,2026-07-17,8.4,114.7,90.1,5373.4
18-U01,S002,2026-07-18,8.2,113.1,90.6,5381.5
18-U01,S002,2026-07-19,6.8,94.1,89.9,5388.3
18-U01,S002,2026-07-20,6.6,93.0,90.2,5394.9
18-U01,S002,2026-07-21,7.2,101.6,90.5,5402.1
18-U01,S002,2026-07-22,9.1,129.2,91.9,5411.2
18-U01,S002,2026-07-23,8.7,124.3,91.3,5419.9
18-U01,S002,2026-07-24,7.8,112.0,90.9,5427.7
18-U01,S002,2026-07-25,7.2,104.0,91.1,5434.9
18-U01,S002,2026-07-26,7.3,105.1,92.2,5442.1
18-U01,S002,2026-07-27,7.8,114.1,93.0,5450.0
18-U01,S002,2026-07-28,6.5,95.5,92.4,5456.4
18-U01,S002,2026-07-29,7.0,102.8,93.7,5463.4
18-U01,S002,2026-07-30,7.4,109.4,93.5,5470.8
18-U01,S002,2026-07-31,8.7,130.0,92.8,5479.6
18-U01,S002,2026-08-01,8.4,125.1,94.0,5487.9
18-U01,S002,2026-08-02,7.9,119.9,93.6,5495.9
18-U01,S002,2026-08-03,5.1,78.0,93.6,5501.0
18-U01,S002,2026-08-04,10.3,157.5,94.1,5511.3
18-U01,S002,2026-08-05,6.1,93.2,93.8,5517.4
18-U01,S002,2026-08-06,7.1,109.6,95.1,5524.5
MD6200-U01,S002,2026-07-08,9.3,96.9,82.5,5880.0
MD6200-U01,S002,2026-07-09,7.4,78.9,82.9,5887.4
MD6200-U01,S002,2026-07-10,7.7,82.0,83.0,5895.1
MD6200-U01,S002,2026-07-11,9.5,101.5,84.2,5904.6
MD6200-U01,S002,2026-07-12,8.2,88.5,83.7,5912.8
MD6200-U01,S002,2026-07-13,6.1,66.4,83.4,5918.9
MD6200-U01,S002,2026-07-14,8.2,90.0,84.7,5927.1
MD6200-U01,S002,2026-07-15,8.7,95.7,85.6,5935.8
MD6200-U01,S002,2026-07-16,8.2,89.9,84.7,5943.9
MD6200-U01,S002,2026-07-17,7.7,86.1,85.4,5951.7
MD6200-U01,S002,2026-07-18,7.4,82.5,85.6,5959.1
MD6200-U01,S002,2026-07-19,6.3,70.6,86.0,5965.4
MD6200-U01,S002,2026-07-20,7.7,88.2,87.0,5973.1
MD6200-U01,S002,2026-07-21,9.0,102.6,87.1,5982.1
MD6200-U01,S002,2026-07-22,10.0,115.9,87.4,5992.1
MD6200-U01,S002,2026-07-23,7.3,84.1,87.3,5999.4
MD6200-U01,S002,2026-07-24,8.1,93.0,88.1,6007.5
MD6200-U01,S002,2026-07-25,8.4,97.9,87.6,6015.9
MD6200-U01,S002,2026-07-26,5.7,67.1,89.1,6021.6
MD6200-U01,S002,2026-07-27,7.8,92.6,87.9,6029.4
MD6200-U01,S002,2026-07-28,8.8,104.3,89.4,6038.3
MD6200-U01,S002,2026-07-29,9.0,108.2,89.8,6047.3
MD6200-U01,S002,2026-07-30,7.0,83.3,89.0,6054.2
MD6200-U01,S002,2026-07-31,7.4,88.8,89.4,6061.6
MD6200-U01,S002,2026-08-01,5.2,63.1,90.2,6066.8
MD6200-U01,S002,2026-08-02,5.7,69.2,90.1,6072.5
MD6200-U01,S002,2026-08-03,5.8,71.5,90.9,6078.3
MD6200-U01,S002,2026-08-04,8.3,101.6,90.3,6086.6
MD6200-U01,S002,2026-08-05,10.2,125.5,91.6,6096.8
MD6200-U01,S002,2026-08-06,6.1,76.5,92.4,6102.9
320-U03,S002,2026-07-08,8.1,75.9,83.9,6271.4
320-U03,S002,2026-07-09,8.1,75.5,83.4,6279.5
320-U03,S002,2026-07-10,9.3,87.8,83.6,6288.8
320-U03,S002,2026-07-11,6.9,64.2,83.8,6295.7
320-U03,S002,2026-07-12,3.1,28.5,83.4,6298.8
320-U03,S002,2026-07-13,8.1,76.1,84.1,6306.9
320-U03,S002,2026-07-14,9.8,92.2,84.4,6316.7
320-U03,S002,2026-07-15,8.7,81.9,84.1,6325.4
320-U03,S002,2026-07-16,4.0,38.0,83.9,6329.4
320-U03,S002,2026-07-17,7.3,69.0,84.3,6336.7
320-U03,S002,2026-07-18,8.1,76.4,83.8,6344.8
320-U03,S002,2026-07-19,9.2,87.2,83.7,6354.1
320-U03,S002,2026-07-20,7.1,67.0,84.2,6361.2
320-U03,S002,2026-07-21,6.2,58.5,84.1,6367.4
320-U03,S002,2026-07-22,7.5,71.3,84.1,6374.9
320-U03,S002,2026-07-23,8.5,81.2,84.0,6383.4
320-U03,S002,2026-07-24,9.5,89.7,84.8,6393.0
320-U03,S002,2026-07-25,7.0,66.1,84.6,6400.0
320-U03,S002,2026-07-26,6.7,63.7,84.5,6406.7
320-U03,S002,2026-07-27,6.8,65.0,84.5,6413.5
320-U03,S002,2026-07-28,5.9,56.4,84.3,6419.4
320-U03,S002,2026-07-29,6.1,58.4,84.8,6425.5
320-U03,S002,2026-07-30,7.0,66.4,84.1,6432.5
320-U03,S002,2026-07-31,8.1,77.1,84.5,6440.6
320-U03,S002,2026-08-01,10.3,98.3,85.2,6450.9
320-U03,S002,2026-08-02,7.6,73.2,84.8,6458.5
320-U03,S002,2026-08-03,7.7,73.5,85.0,6466.2
320-U03,S002,2026-08-04,7.9,76.3,84.6,6474.2
320-U03,S002,2026-08-05,8.1,77.8,85.0,6482.3
320-U03,S002,2026-08-06,7.3,70.0,84.5,6489.6
815-U01,S002,2026-07-08,5.0,69.1,86.2,2303.0
815-U01,S002,2026-07-09,6.6,92.5,85.6,2309.6
815-U01,S002,2026-07-10,7.4,104.5,87.8,2317.1
815-U01,S002,2026-07-11,6.8,98.1,87.0,2323.9
815-U01,S002,2026-07-12,6.0,87.1,88.1,2329.9
815-U01,S002,2026-07-13,8.3,122.0,90.0,2338.3
815-U01,S002,2026-07-14,7.3,110.5,89.4,2345.6
815-U01,S002,2026-07-15,7.1,108.9,91.7,2352.7
815-U01,S002,2026-07-16,9.6,147.3,90.2,2362.4
815-U01,S002,2026-07-17,8.0,124.8,91.2,2370.4
815-U01,S002,2026-07-18,10.5,165.0,94.0,2380.8
815-U01,S002,2026-07-19,8.2,131.2,94.1,2389.1
815-U01,S002,2026-07-20,7.2,117.9,95.5,2396.3
815-U01,S002,2026-07-21,8.1,133.0,96.1,2404.4
815-U01,S002,2026-07-22,8.6,141.9,95.4,2413.0
815-U01,S002,2026-07-23,8.3,139.1,96.2,2421.3
815-U01,S002,2026-07-24,7.6,129.4,96.4,2428.8
815-U01,S002,2026-07-25,8.3,143.7,97.7,2437.1
815-U01,S002,2026-07-26,7.6,133.7,97.7,2444.7
815-U01,S002,2026-07-27,8.9,157.7,98.9,2453.7
815-U01,S002,2026-07-28,8.0,144.0,99.1,2461.6
815-U01,S002,2026-07-29,7.9,143.8,101.9,2469.6
815-U01,S002,2026-07-30,7.8,142.3,102.3,2477.3
815-U01,S002,2026-07-31,6.0,110.4,102.2,2483.3
815-U01,S002,2026-08-01,6.7,125.0,103.5,2490.0
815-U01,S002,2026-08-02,9.0,169.9,103.5,2499.0
815-U01,S002,2026-08-03,7.0,135.5,104.5,2506.0
815-U01,S002,2026-08-04,7.5,144.6,105.7,2513.5
815-U01,S002,2026-08-05,7.0,135.9,106.3,2520.4
815-U01,S002,2026-08-06,7.0,139.1,106.0,2527.5
336-U01,S002,2026-07-08,5.5,58.5,83.3,5802.7
336-U01,S002,2026-07-09,5.9,63.9,84.4,5808.7
336-U01,S002,2026-07-10,5.8,63.2,84.3,5814.4
336-U01,S002,2026-07-11,6.4,70.9,85.6,5820.8
336-U01,S002,2026-07-12,5.6,62.7,84.7,5826.4
336-U01,S002,2026-07-13,5.1,58.7,87.1,5831.5
336-U01,S002,2026-07-14,9.4,108.8,87.3,5841.0
336-U01,S002,2026-07-15,10.6,124.8,88.7,5851.5
336-U01,S002,2026-07-16,8.8,105.3,89.5,5860.3
336-U01,S002,2026-07-17,7.8,94.7,90.6,5868.1
336-U01,S002,2026-07-18,5.8,70.4,90.6,5873.9
336-U01,S002,2026-07-19,6.1,74.5,91.9,5880.0
336-U01,S002,2026-07-20,7.4,93.4,92.0,5887.4
336-U01,S002,2026-07-21,10.0,128.7,93.8,5897.4
336-U01,S002,2026-07-22,9.2,119.5,93.3,5906.6
336-U01,S002,2026-07-23,7.1,92.1,94.1,5913.7
336-U01,S002,2026-07-24,7.9,104.4,96.2,5921.6
336-U01,S002,2026-07-25,7.6,101.9,97.4,5929.1
336-U01,S002,2026-07-26,5.1,68.1,96.6,5934.2
336-U01,S002,2026-07-27,4.5,62.5,99.0,5938.7
336-U01,S002,2026-07-28,4.8,66.4,98.4,5943.5
336-U01,S002,2026-07-29,6.8,95.6,100.1,5950.3
336-U01,S002,2026-07-30,9.9,139.4,100.1,5960.1
336-U01,S002,2026-07-31,8.3,119.1,100.7,5968.4
336-U01,S002,2026-08-01,8.7,126.0,103.1,5977.1
336-U01,S002,2026-08-02,6.9,102.1,102.5,5984.1
336-U01,S002,2026-08-03,8.4,124.6,103.5,5992.5
336-U01,S002,2026-08-04,7.1,106.4,104.7,5999.6
336-U01,S002,2026-08-05,6.6,100.1,106.9,6006.1
336-U01,S002,2026-08-06,10.8,165.9,107.4,6016.9
336-U02,S006,2026-07-08,5.7,62.6,85.2,2062.4
336-U02,S006,2026-07-09,6.6,72.0,84.3,2068.9
336-U02,S006,2026-07-10,6.9,76.2,84.6,2075.8
336-U02,S006,2026-07-11,7.0,77.7,84.6,2082.8
336-U02,S006,2026-07-12,9.5,105.3,85.0,2092.4
336-U02,S006,2026-07-13,7.3,80.6,85.5,2099.6
336-U02,S006,2026-07-14,6.4,71.3,85.4,2106.1
336-U02,S006,2026-07-15,7.9,86.9,84.9,2113.9
336-U02,S006,2026-07-16,6.5,72.1,85.4,2120.4
336-U02,S006,2026-07-17,6.3,70.0,84.8,2126.7
336-U02,S006,2026-07-18,8.8,96.9,84.8,2135.5
336-U02,S006,2026-07-19,8.8,97.8,85.6,2144.3
336-U02,S006,2026-07-20,7.7,86.1,85.2,2152.0
336-U02,S006,2026-07-21,8.4,93.6,85.8,2160.4
336-U02,S006,2026-07-22,8.7,96.7,85.5,2169.1
336-U02,S006,2026-07-23,6.9,77.5,85.6,2176.0
336-U02,S006,2026-07-24,7.1,79.7,86.0,2183.1
336-U02,S006,2026-07-25,7.1,78.9,86.0,2190.2
336-U02,S006,2026-07-26,7.4,82.4,86.1,2197.5
336-U02,S006,2026-07-27,9.1,102.0,86.1,2206.6
336-U02,S006,2026-07-28,10.0,112.8,85.3,2216.6
336-U02,S006,2026-07-29,6.9,77.6,85.2,2223.5
336-U02,S006,2026-07-30,4.9,54.8,85.9,2228.4
336-U02,S006,2026-07-31,6.4,71.2,85.9,2234.8
336-U02,S006,2026-08-01,11.8,133.6,85.9,2246.6
336-U02,S006,2026-08-02,8.6,96.7,86.3,2255.1
336-U02,S006,2026-08-03,7.9,89.7,85.5,2263.0
336-U02,S006,2026-08-04,7.9,89.5,86.3,2270.9
336-U02,S006,2026-08-05,8.3,94.6,85.7,2279.3
336-U02,S006,2026-08-06,8.8,100.1,86.1,2288.0
D3-U02,S006,2026-07-08,7.7,99.1,83.4,4092.6
D3-U02,S006,2026-07-09,8.5,109.8,83.7,4101.1
D3-U02,S006,2026-07-10,8.3,106.5,83.3,4109.4
D3-U02,S006,2026-07-11,7.9,101.3,83.7,4117.2
D3-U02,S006,2026-07-12,6.1,78.3,83.7,4123.3
D3-U02,S006,2026-07-13,8.8,113.2,83.4,4132.1
D3-U02,S006,2026-07-14,6.6,84.5,84.2,4138.6
D3-U02,S006,2026-07-15,8.2,106.4,83.8,4146.9
D3-U02,S006,2026-07-16,8.7,111.6,83.7,4155.5
D3-U02,S006,2026-07-17,8.6,110.5,84.1,4164.1
D3-U02,S006,2026-07-18,6.3,81.6,83.8,4170.4
D3-U02,S006,2026-07-19,5.8,75.7,84.4,4176.2
D3-U02,S006,2026-07-20,6.3,82.6,83.7,4182.6
D3-U02,S006,2026-07-21,8.1,104.5,84.1,4190.6
D3-U02,S006,2026-07-22,9.5,123.3,84.5,4200.1
D3-U02,S006,2026-07-23,8.1,105.9,84.1,4208.2
D3-U02,S006,2026-07-24,4.1,53.1,84.1,4212.3
D3-U02,S006,2026-07-25,5.1,67.1,84.2,4217.4
D3-U02,S006,2026-07-26,6.1,79.3,84.1,4223.5
D3-U02,S006,2026-07-27,5.6,73.4,84.6,4229.1
D3-U02,S006,2026-07-28,9.8,127.4,84.3,4238.9
D3-U02,S006,2026-07-29,4.7,61.5,83.9,4243.6
D3-U02,S006,2026-07-30,8.6,112.8,84.3,4252.2
D3-U02,S006,2026-07-31,8.9,117.1,84.7,4261.1
D3-U02,S006,2026-08-01,7.8,103.6,84.4,4269.0
D3-U02,S006,2026-08-02,10.0,132.6,84.6,4279.0
D3-U02,S006,2026-08-03,7.9,103.5,84.4,4286.9
D3-U02,S006,2026-08-04,8.7,114.0,84.5,4295.6
D3-U02,S006,2026-08-05,9.4,123.2,84.3,4304.9
D3-U02,S006,2026-08-06,7.5,99.6,84.7,4312.4
216B3-U02,S006,2026-07-08,7.3,116.6,86.6,4179.6
